http://nckues.ddns.net:22222/query?value=295e353a4116b1164aa70867c62883e941a9ff6a,295e35
http://nckues.ddns.net:22222/query?value=31413d1d48f9c126c8d7869844590219bfda7d9b,31413d
http://nckues.ddns.net:22222/query?value=3924450050dcd137470804c8c289804a3e0afbcb,392445
http://nckues.ddns.net:22222/query?value=41074ce358bfe147c53882f940b9fe7abc3b79fc,41074c
http://nckues.ddns.net:22222/query?value=48ea54c660a2a15843690129beea7cab3a6bf82c,48ea54
http://nckues.ddns.net:22222/query?value=50cd5ca96885b168c1997f5a3d1afadbb89c765d,50cd5c
http://nckues.ddns.net:22222/query?value=58b0648c7068c1793fc9fd8abb4b790c36ccf48d,58b064
http://nckues.ddns.net:22222/query?value=60936c6f784bd189bdfa7bbb397bf73cb4fd72be,60936c
http://nckues.ddns.net:22222/query?value=68767452802ee19a3c2af9ebb7ac756d332df0ee,687674
http://nckues.ddns.net:22222/query?value=70597c358811a1aaba5b781c35dcf39db15e6f1f,70597c
http://nckues.ddns.net:22222/query?value=783c84188ff4b1bb388bf64cb40d71ce2f8eed4f,783c84
http://nckues.ddns.net:22222/query?value=801f8bfb97d7c1cbb6bc747d323deffeadbf6b71,801f8b
http://nckues.ddns.net:22222/query?value=880293de9fbad1dc34ecf2adb06e6e2f2befe9a2,880293
http://nckues.ddns.net:22222/query?value=8fe59bc1a79de1ecb31d70de2e9eec5faa11c1d2,8fe59b
http://nckues.ddns.net:22222/query?value=97c8a3a4af80a1fd314def0eaccf6a8182424002,97c8a3
http://nckues.ddns.net:22222/query?value=9fabab87b763b20daf7e6d3f2affe8b20072be33,9fabab
http://nckues.ddns.net:22222/query?value=a78eb36abf46c21e2daeeb6fa921c0e27ea33c63,a78eb3
http://nckues.ddns.net:22222/query?value=af71bb4dc729d22eabdf699181523f12fcd3ba94,af71bb
http://nckues.ddns.net:22222/query?value=b754c330cf0ce23f2a0fe7c1ff82bd437b0438c4,b754c3
http://nckues.ddns.net:22222/query?value=bf37cb13d6efa24fa831bff27db33b73f934b6f5,bf37cb
http://nckues.ddns.net:22222/query?value=c71ad2f6ded2b25180623e22fbe3b9a477653525,c71ad2
http://nckues.ddns.net:22222/query?value=cefddad9e6b5c261fe92bc537a1437d4f595b356,cefdda
http://nckues.ddns.net:22222/query?value=d6e0e2bcee98d2727cc33a83f844b60573c63186,d6e0e2
http://nckues.ddns.net:22222/query?value=dec3ea9ff67be282faf3b8b476753435f1f6afb7,dec3ea
http://nckues.ddns.net:22222/query?value=e6a6f282fe5ea293792436e4f4a5b26670272de7,e6a6f2
http://nckues.ddns.net:22222/query?value=ee89fa651be1b2a3f754b51572d63096ee57ac18,ee89fa
http://nckues.ddns.net:22222/query?value=f66c17e823c4c2b475853345f106aec76c882a48,f66c17
http://nckues.ddns.net:22222/query?value=fe4f1fcb2ba7d2c4f3b5b1766f372cf7eab8a879,fe4f1f
http://nckues.ddns.net:22222/query?value=1bd227ae338ae2d571e62fa6ed67ab2868e926a9,1bd227
http://nckues.ddns.net:22222/query?value=23b52f913b6da2e5f016add76b982958e719a4da,23b52f
http://nckues.ddns.net:22222/query?value=2b9837744350b2f66e472c07e9c8a789654a230a,2b9837
http://nckues.ddns.net:22222/query?value=337b3f574b33c306ec77aa3867f925b9e37aa13b,337b3f
http://nckues.ddns.net:22222/query?value=3b5e473a5316d3176aa82868e629a3ea61ab1f6b,3b5e47
http://nckues.ddns.net:22222/query?value=43414f1d5af9e327e8d8a699645a221adfdb9d9c,43414f
http://nckues.ddns.net:22222/query?value=4b24570062dca338670924c9e28aa04b5e0c1bcc,4b2457
http://nckues.ddns.net:22222/query?value=53075ee36abfb348e539a2fa60bb1e7bdc3c99fd,53075e
http://nckues.ddns.net:22222/query?value=5aea66c672a2c359636a212adeeb9cac5a6d182d,5aea66
http://nckues.ddns.net:22222/query?value=62cd6ea97a85d369e19a9f5b5d1c1adcd89d965e,62cd6e
http://nckues.ddns.net:22222/query?value=6ab0768c8268e37a5fcb1d8bdb4c990d56ce148e,6ab076
http://nckues.ddns.net:22222/query?value=72937e6f8a4ba38addfb9bbc597d173dd4fe92bf,72937e
http://nckues.ddns.net:22222/query?value=7a768652922eb39b5c2c19ecd7ad956e532f10ef,7a7686
http://nckues.ddns.net:22222/query?value=82598e359a11c3abda5c981d55de139ed15f8f11,82598e
http://nckues.ddns.net:22222/query?value=8a3c9618a1f4d3bc588d164dd40e91cf4f816742,8a3c96
http://nckues.ddns.net:22222/query?value=921f9dfba9d7e3ccd6bd947e523f0fffcdb1e572,921f9d
http://nckues.ddns.net:22222/query?value=9a02a5deb1baa3dd54ee12aed06f8e21a5e263a3,9a02a5
http://nckues.ddns.net:22222/query?value=a1e5adc1b99db3edd31e90df4e9166522412e1d3,a1e5ad
http://nckues.ddns.net:22222/query?value=a9c8b5a4c180c3fe514f0f0fccc1e482a2436004,a9c8b5
http://nckues.ddns.net:22222/query?value=b1abbd87c963d40ecf7f8d31a4f262b32073de34,b1abbd
http://nckues.ddns.net:22222/query?value=b98ec56ad146e41f4da165622322e0e39ea45c65,b98ec5
http://nckues.ddns.net:22222/query?value=c171cd4dd929a42fcbd1e392a1535f141cd4da95,c171cd
http://nckues.ddns.net:22222/query?value=c954d530e10cb431a40261c31f83dd449b0558c6,c954d5
http://nckues.ddns.net:22222/query?value=d137dd13e8efc4422232dff39db45b751935d6f6,d137dd
http://nckues.ddns.net:22222/query?value=d91ae4f6f0d2d452a0635e241be4d9a597665527,d91ae4
http://nckues.ddns.net:22222/query?value=e0fdecd9f8b5e4631e93dc549a1557d61596d357,e0fdec
http://nckues.ddns.net:22222/query?value=e8e0f4bc1638a4739cc45a851845d60693c75188,e8e0f4
http://nckues.ddns.net:22222/query?value=f0c3fc9f1e1bb4841af4d8b59676543711f7cfb8,f0c3fc
http://nckues.ddns.net:22222/query?value=f8a61a2225fec494992556e614a6d26790284de9,f8a61a
http://nckues.ddns.net:22222/query?value=162922052de1d4a51755d51692d750980e58cc19,162922
http://nckues.ddns.net:22222/query?value=1e0c29e835c4e4b5958653471107cec88c894a4a,1e0c29
http://nckues.ddns.net:22222/query?value=25ef31cb3da7a4c613b6d1778f384cf90ab9c87a,25ef31
http://nckues.ddns.net:22222/query?value=2dd239ae458ab4d691e74fa80d68cb2988ea46ab,2dd239
http://nckues.ddns.net:22222/query?value=35b541914d6dc4e71017cdd88b99495a071ac4db,35b541
http://nckues.ddns.net:22222/query?value=3d9849745550d4f78e484c0909c9c78a854b430c,3d9849
http://nckues.ddns.net:22222/query?value=457b51575d33e5080c78ca3987fa45bb037bc13c,457b51
http://nckues.ddns.net:22222/query?value=4d5e593a6516a5188aa9486a062ac3eb81ac3f6c,4d5e59
http://nckues.ddns.net:22222/query?value=5541611d6cf9b52908d9c69a845b421bffdcbd9d,554161
http://nckues.ddns.net:22222/query?value=5d24690074dcc539870a44cb028bc04c7e0d3bcd,5d2469
http://nckues.ddns.net:22222/query?value=650770e37cbfd54a053ac2fb80bc3e7cfc3db9fe,650770
http://nckues.ddns.net:22222/query?value=6cea78c684a2e55a836b412bfeecbcad7a6e382e,6cea78
http://nckues.ddns.net:22222/query?value=74cd80a98c85a56b019bbf5c7d1d3addf89eb65f,74cd80
http://nckues.ddns.net:22222/query?value=7cb0888c9468b57b7fcc3d8cfb4db90e76cf348f,7cb088
http://nckues.ddns.net:22222/query?value=8493906f9c4bc58bfdfcbbbd797e373ef4ffb2b1,849390
http://nckues.ddns.net:22222/query?value=8c769852a42ed59c7c2d39edf7aeb56f73218ae2,8c7698
http://nckues.ddns.net:22222/query?value=9459a035ac11e5acfa5db81e75df339ff1520912,9459a0
http://nckues.ddns.net:22222/query?value=9c3ca818b3f4a5bd788e364ef40fb1c1c9828743,9c3ca8
http://nckues.ddns.net:22222/query?value=a41faffbbbd7b5cdf6beb47f723189f247b30573,a41faf
http://nckues.ddns.net:22222/query?value=ac02b7dec3bac5de74ef32aff0620822c5e383a4,ac02b7
http://nckues.ddns.net:22222/query?value=b3e5bfc1cb9dd5eef31fb0d1c8928653441401d4,b3e5bf
http://nckues.ddns.net:22222/query?value=bbc8c7a4d380e5ff7141890246c30483c2448005,bbc8c7
http://nckues.ddns.net:22222/query?value=c3abcf87db63a60fef720732c4f382b44074fe35,c3abcf
http://nckues.ddns.net:22222/query?value=cb8ed76ae346b611c7a28563432400e4bea57c66,cb8ed7
http://nckues.ddns.net:22222/query?value=d371df4deb29c62245d30393c1547f153cd5fa96,d371df
http://nckues.ddns.net:22222/query?value=db54e730f30cd632c40381c43f84fd45bb0678c7,db54e7
http://nckues.ddns.net:22222/query?value=e337ef13faefe6434233fff4bdb57b763936f6f7,e337ef
http://nckues.ddns.net:22222/query?value=eb1af6f61872a653c0647e253be5f9a6b7677528,eb1af6
http://nckues.ddns.net:22222/query?value=f2fdfed92055b6643e94fc55ba1677d73597f358,f2fdfe
http://nckues.ddns.net:22222/query?value=fae01c5c2838c674bcc57a863846f607b3c87189,fae01c
http://nckues.ddns.net:22222/query?value=1863243f301bd6853af5f8b6b677743831f8efb9,186324
http://nckues.ddns.net:22222/query?value=20462c2237fee695b92676e734a7f268b0296dea,20462c
http://nckues.ddns.net:22222/query?value=282934053fe1a6a63756f517b2d870992e59ec1a,282934
http://nckues.ddns.net:22222/query?value=300c3be847c4b6b6b58773483108eec9ac8a6a4b,300c3b
http://nckues.ddns.net:22222/query?value=37ef43cb4fa7c6c733b7f178af396cfa2abae87b,37ef43
http://nckues.ddns.net:22222/query?value=3fd24bae578ad6d7b1e86fa92d69eb2aa8eb66ac,3fd24b
http://nckues.ddns.net:22222/query?value=47b553915f6de6e83018edd9ab9a695b271be4dc,47b553
http://nckues.ddns.net:22222/query?value=4f985b746750a6f8ae496c0a29cae78ba54c630d,4f985b
http://nckues.ddns.net:22222/query?value=577b63576f33b7092c79ea3aa7fb65bc237ce13d,577b63
http://nckues.ddns.net:22222/query?value=5f5e6b3a7716c719aaaa686b262be3eca1ad5f6e,5f5e6b
http://nckues.ddns.net:22222/query?value=6741731d7ef9d72a28dae69ba45c621d1fdddd9e,674173
http://nckues.ddns.net:22222/query?value=6f247b0086dce73aa70b64cc228ce04d9e0e5bcf,6f247b
http://nckues.ddns.net:22222/query?value=770782e38ebfa74b253be2fca0bd5e7e1c3ed9ff,770782
